page_name,page_url,likes,link_url,whatsapp_number,duration_days,publisher_platforms,delivery_start,delivery_stop,ad_body,ad_image,score,reasons,flags,page_id,ad_id,collected_at
Beanina Hianena,https://www.facebook.com/61590446315913/,57,https://story-h5-yn-stripe-pp-04-260803-1349519870442551.talewave.net/content/5eqrAEPahnbMTOur/?utm_campaign={{campaign.name}}&utm_adset={{adset.name}}&utm_campaign_id={{campaign.id}}&utm_medium={{placement}}&utm_adset_id={{adset.id}}&utm_ad_id={{ad.id}}&utm_source=fb&utm_ad_name={{ad.name}}&utm_site_source_name={{site_source_name}}&contentId=5eqrAEPahnbMTOur&initIndex=null&pId=415208215091376128&pixel_code=1689480022199195&picture_id=https://cdn.overseas-new-media.com/xiaoyao-writer/prod/content/cover/wAupqMJ3gB7DrSPcXXUktOFiVbwQHkfC.png&bizAdId=415208280803540992,,1,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-08-03T07:00:00,2026-08-04T07:00:00,"I was a supposedly penniless orphan, desperate for a family's love.
When Aiden Hayes saved me from a drunken attacker, he became my entire world, promising to protect me forever.
I worked three jobs and gave him $5 million to fund his company, and on our wedding eve, I thought I was the luckiest woman alive.
Until I woke up to find my waist-length hair shaved off by Aiden, just to comfort his ""sister"" Zaria who had cut hers.
""Now the ugly duckling won't outshine you at the wedding,"" Aiden whispered to Zaria as they stood over my bed.
He publicly declared that Zaria's happiness meant more than my dignity, warning me not to throw a tantrum.
From then on, whenever Zaria wanted something, he took it from me.
Whenever his mother humiliated me, he demanded I apologize.
I packed my bags in silenc",,-44,"website-landing-page, ng-cues:zaria, category:phone,watch,bag, small-mid-57","one-off-ad, agency-account, uses-bsp, non-ecom",1167111529820078,866797066296930,2026-08-28T14:27:36.870018+00:00
Sweetnovels2,https://www.facebook.com/61588712294398/,349,https://www.fixbz.com/market/goodnovel/1?lpid=37469&utm_campaign={{campaign.name}}&utm_content={{campaign.id}}&adset_name={{adset.name}}&adset_id={{adset.id}}&ad_id={{ad.id}}&ad_name={{ad.name}}&placement={{placement}},,8,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2026-06-16T07:00:00,2026-06-24T07:00:00,"Aku terpaksa menerima pernikahan kontrak dengan dokter senior di tempatku bekerja, setelah tak mampu membayar biaya kerusakan mobilnya yang tidak sengaja kutabrak.
Dan besok, kontrak itu berakhir. Aku akan kembali bebas.
Namun, saat aku menarik koperku untuk pergi, Abra justru meraih gagang koper itu dan menariknya menjauh dariku.
“Aku tidak mengizinkanmu pergi,” ucapnya datar sambil menatap lurus ke mataku.
Aku menggeleng, napasku tercekat. “Mas, kita sudah tidak punya urusan lagi. Aku berhak—”
Abra memotongku, perlahan tapi tanpa ampun. “Kontrak itu batal, dan kamu akan tetap menjadi istriku selamanya.”
Aku terpaku, jantungku terasa berhenti.
Apa yang baru saja aku dengar?!
**
Bab 1
“Gimana, Abra, enak nggak sup iganya?” suara Riani mengisi ruang makan.
Serayu melirik suaminya yang menja",https://scontent.fgau1-7.fna.fbcdn.net/v/t39.35426-6/723144636_2568843460243802_6221979173405050793_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=yviOxdpR9T4Q7kNvwFJkfRn&_nc_oc=AdoiaL3PUjlr57pX88AySsMVzmlxyuRSE21-lwQB8xCmd3xa-3_d1zeUtShC8sUb2Kleq_OlQXpg9r6euaB5keAc&_nc_zt=14&_nc_ht=scontent.fgau1-7.fna&_nc_gid=gf_kxoVm_BhRpB4v5Envnw&_nc_ss=7b289&oh=00_AQG0_6N-tzCaS4JoR-Sg7fcLsaQtV9kZumeYI6JE4MjWNg&oe=6A9768EC,-44,"website-landing-page, ng-cues:lag,ajah, category:bag,hair,cap, small-mid-349","large-brand, uses-bsp, non-ecom",1154850381034569,1022456880128911,2026-08-28T14:27:48.485720+00:00
Lovestory,https://www.facebook.com/61587105874496/,629,https://www.fixbz.com/market/goodnovel/1?lpid=37469&utm_campaign={{campaign.name}}&utm_content={{campaign.id}}&adset_name={{adset.name}}&adset_id={{adset.id}}&ad_id={{ad.id}}&ad_name={{ad.name}}&placement={{placement}},,9,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2026-06-24T07:00:00,2026-07-03T07:00:00,"Aku terpaksa menerima pernikahan kontrak dengan dokter senior di tempatku bekerja, setelah tak mampu membayar biaya kerusakan mobilnya yang tidak sengaja kutabrak.
Dan besok, kontrak itu berakhir. Aku akan kembali bebas.
Namun, saat aku menarik koperku untuk pergi, Abra justru meraih gagang koper itu dan menariknya menjauh dariku.
“Aku tidak mengizinkanmu pergi,” ucapnya datar sambil menatap lurus ke mataku.
Aku menggeleng, napasku tercekat. “Mas, kita sudah tidak punya urusan lagi. Aku berhak—”
Abra memotongku, perlahan tapi tanpa ampun. “Kontrak itu batal, dan kamu akan tetap menjadi istriku selamanya.”
Aku terpaku, jantungku terasa berhenti.
Apa yang baru saja aku dengar?!
**
Bab 1
“Gimana, Abra, enak nggak sup iganya?” suara Riani mengisi ruang makan.
Serayu melirik suaminya yang menja",https://scontent.fgau1-4.fna.fbcdn.net/v/t39.35426-6/731093720_869877935860860_3779241976147253511_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Sv9y_6YhTG8Q7kNvwEuvLXH&_nc_oc=Adop-8sQqbFdk9RUPHAqAgEdI_9xQvxXwjeQGnZSxORDwtfFT75V5RLrfh6_iC9Ylt5IAnH899kW7kI-mp0G4AKP&_nc_zt=14&_nc_ht=scontent.fgau1-4.fna&_nc_gid=gDFfcQ-8w1BTJylVUEyyDw&_nc_ss=7b289&oh=00_AQE3W2dMPHAf5VrNk2fOPzav4MJb2GS4TzCvDS13RPtN6g&oe=6A976287,-44,"website-landing-page, ng-cues:lag,ajah, category:bag,hair,cap, small-mid-629","large-brand, uses-bsp, non-ecom",885460394661194,1046309714494968,2026-08-28T14:27:56.396254+00:00
Lovestory6,https://www.facebook.com/61591262106208/,40,https://www.fixbz.com/market/goodnovel/1?lpid=37469&utm_campaign={{campaign.name}}&utm_content={{campaign.id}}&adset_name={{adset.name}}&adset_id={{adset.id}}&ad_id={{ad.id}}&ad_name={{ad.name}}&placement={{placement}},,8,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2026-06-27T07:00:00,2026-07-05T07:00:00,"Kecelakaan mobil memaksa Serayu, seorang dokter magang miskin di rumah sakit, menjadi istri kontrak Abra, pewaris rumah sakit tersebut.
Namun, pada malam sebelum kontrak berakhir, saat Serayu menyerahkan surat perjanjian cerai dan hendak pergi, dia tiba-tiba ditahan oleh pria itu.
""Ah ... hentikan ... Dokter Abra ...."" 
Lidah pria itu yang panas menjelajahi selangkangannya dengan penuh nafsu, Serayu mendorongnya menjauh dengan panik. ""Kontrak kita sudah berakhir, kau nggak bisa melakukan ini padaku.""
""Kontraknya nggak sah, kau akan selamanya menjadi istriku."" Dia terkekeh, lidahnya dengan liar menjelajah titik sensitif milik Serayu.
""Ahh ...."" 
Detik berikutnya, kejantanannya yang sudah mengeras, menghantam lubang intim Serayu yang basah. Abra menunduk, suaranya yang berat dan berbahaya te",,-44,"website-landing-page, ng-cues:lag,ajah, category:bag,hair,cap, small-mid-40","large-brand, uses-bsp, non-ecom",1184889251373210,1486687856100537,2026-08-28T14:28:02.371598+00:00
Passion Romance ,https://www.facebook.com/61573375765065/,488,https://getpassionapp.com/?f=b&trial_screen=select_price_v3&hard_wall=true&discount_available=no&lang=en&book=book379&utm_source=FB_w2w,,2,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2025-09-03T07:00:00,2025-09-05T07:00:00,"Her POV:
I was the awkward film student just trying to survive a lock-in with my toxic ex 😵. Then he walked in, Chase Rivera, my rival, my headache, my fake boyfriend 😳. It started as a lie to save face, but somewhere between his brutal honesty and his bedroom eyes, things got messy 💔🔥. He saw me when I felt invisible. Protected me when my ex humiliated me. Took everything I didn’t know I was ready to give 💦. Now the boy I hated is the only one who makes me feel like I matter ❤️‍🔥.

Chapter 1 
The second that plastic Coke bottle pointed at Miles like some cursed compass, I knew we were about to witness a social apocalypse. And honestly? I was kinda here for it—until I realized I was the main character in this disaster movie. My boyfriend Miles was doing his usual thing: arm around me but s",,-44,"website-landing-page, ng-cues:abia,jos,uyo, category:phone,shoe,watch, small-mid-488","one-off-ad, large-brand, non-ecom",598666006655940,792970896716852,2026-08-28T14:49:21.885558+00:00
ReadTime,https://www.facebook.com/61591057045478/,62,https://image.words-fly.com/landing-page/h5-15517.html?id=15517&yy_appname=Novelove&badid={{ad.id}}&c_id={{campaign.id}},,1,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-07-02T07:00:00,2026-07-03T07:00:00,"I'm fluent in eight languages—but on my résumé, I only listed a ""Level 8"" certification in French.
My coworker. Also my bully. Mock my work, treat me like I'm worthless.
Until one day, the CEO's biggest client walked in speaking German. 
She panicked. The deal was falling apart.
I had two choices: stay hidden, or save the day.
I opened my mouth—and shocked the entire room.
Now he's offering me her job. Her office. And a position at his side.
She thought she buried me. She just made me his.

I'm fluent in eight languages.

German, French, Spanish, Japanese, Korean, Russian, Arabic—and of course, my mother tongue, English.

But in the three years I've been at Global Trade Solutions, my resume only lists one thing: a ""Level 8"" certification in French.

The reason is simple.

My dad was a dipl",https://scontent-iad6-1.xx.fbcdn.net/v/t39.35426-6/735877655_1541175100875204_5557260131905763125_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=HcdARbESAQAQ7kNvwHetOzC&_nc_oc=AdoUZw0BJXIRXgW1tKOnIJlbu8ihda6YFNKXAt3X6DmqBsbJunfvAu1nC35JeavXPPoIaGi7JKb_ge1BvkPBhuo5&_nc_zt=14&_nc_ht=scontent-iad6-1.xx&_nc_gid=DANh49t6WjkRtAqEDOHSRA&_nc_ss=7b289&oh=00_AQGTx2KGvj7d_PfFgZsxGdK0QRa3O_NHuvZusaijIUsKnA&oe=6A97629F,-44,"website-landing-page, ng-cues:jos, category:phone,bag,hair, small-mid-62","one-off-ad, large-brand, non-ecom",1153808291156370,1422909566273884,2026-08-28T14:49:16.873725+00:00
Novelwhisper-a,https://www.facebook.com/61584847722148/,688,https://image.words-fly.com/landing-page/h5-15517.html?id=15517&yy_appname=Novelove&badid={{ad.id}}&c_id={{campaign.id}},,0,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-06T07:00:00,2026-06-06T07:00:00,"I'm fluent in eight languages—but on my résumé, I only listed a ""Level 8"" certification in French.
My coworker. Also my bully. Mock my work, treat me like I'm worthless.
Until one day, the CEO's biggest client walked in speaking German. 
She panicked. The deal was falling apart.
I had two choices: stay hidden, or save the day.
I opened my mouth—and shocked the entire room.
Now he's offering me her job. Her office. And a position at his side.
She thought she buried me. She just made me his.

I'm fluent in eight languages.

German, French, Spanish, Japanese, Korean, Russian, Arabic—and of course, my mother tongue, English.

But in the three years I've been at Global Trade Solutions, my resume only lists one thing: a ""Level 8"" certification in French.

The reason is simple.

My dad was a dipl",https://scontent-iad3-2.xx.fbcdn.net/v/t39.35426-6/715456547_1364888175490864_5723265541813097196_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=CGDl0AMOmLIQ7kNvwGBN2Je&_nc_oc=AdrSTsyVIFO_ofkB0EzDdxTOaOb_itfBowmI7NDbuVn1LOudZsR-1SbkJbB3T_JdmHFDO-4tlLWhOGGh48e9Nwuz&_nc_zt=14&_nc_ht=scontent-iad3-2.xx&_nc_gid=DANh49t6WjkRtAqEDOHSRA&_nc_ss=7b289&oh=00_AQFPjEU6NHD-Rl1QItp18x6iUL0tioiaM0_fZYFCcvboyQ&oe=6A97873C,-44,"website-landing-page, ng-cues:jos, category:phone,bag,hair, small-mid-688","one-off-ad, large-brand, non-ecom",903093612890090,1718965115796657,2026-08-28T14:49:17.870568+00:00
"Suami Darurat, Cinta Seumur Hidup",https://www.facebook.com/61590922058149/,67,http://play.google.com/store/apps/details?id=com.read.goodnovel,,9,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-07-11T07:00:00,2026-07-20T07:00:00,"“Menantuku, keras banget, cepat lepaskan, aku bisa merasakan dia berdenyut hebat di tanganku ....”
Di bak rendam, payudara ibu mertuaku yang indah tampak samar-samar di bawah permukaan air, sementara tangannya yang ramping memainkan kejantananku yang besar dengan liar, ujung jarinya yang lembut sesekali menekan ujung yang sensitif, kenikmatan yang intens terus-menerus menyapu sarafku.
Untuk memuaskan hasrat istriku, aku tidak punya pilihan selain menerima saran ibu mertuaku untuk menggunakan teknik pijat “uniknya” agar meningkatkan performaku di ranjang.
Awalnya, itu hanya pijat akupresur biasa, tetapi seiring waktu, alat pijat secara bertahap berubah menjadi kaki, tangan, mulut ... dan akhirnya malam ini adalah perawatan terakhir. ...
“Ahh!” Saat aku mengerang dan mengeluarkan sperma pana",,-44,"website-landing-page, ng-cues:lag,ajah, category:bag,laptop,cap, small-mid-67","large-brand, uses-bsp, non-ecom",1217964554726610,990522587142207,2026-08-28T14:49:18.366788+00:00
MeNo001,https://www.facebook.com/61554251835273/,499,https://b.lionfiction.com/ad/c3VuZmljcy84ODMwMjcvMjAyNjA0MDEyMzMzMzMvcGFnZQ==?adid={{ad.id}},,1,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-01T07:00:00,2026-04-02T07:00:00,"An anonymous video destroyed my marriage. In the video, my husband's mistress was holding their child.
A woman. No makeup. No filters.
A little boy, no older than two, curled against the woman's chest. 
And then she said his name. My husband's name.
""Kade.""
Not dramatic.
Just... intimate.
Familiar.
I laughed at first. People used names all the time. Common names. Coincidences.
But when he walked in behind me and said nothing, the silence told me everything.
""What is this?"" I asked, holding up the phone.
My hand was shaking now.
""Tell me what I'm looking at.""
""Amara..."" My name fell from his lips like it hurt. Like it meant something he didn't deserve to say anymore.
""How long?"" I asked.
""Not who,"" I added quietly.
""Not why.""
My eyes lifted to his.
""How long have I been the one who didn't k",https://scontent-det1-1.xx.fbcdn.net/v/t39.35426-6/659014749_1314146900560004_5750948845015133997_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=GaLINB93o6YQ7kNvwHGKUQT&_nc_oc=AdpLou4IG2TfDQ7w0cJDzp6iVFIA2Yq_jKQlRxUE1twr5G9V_GRbMir5v_ns4aqcSFs&_nc_zt=14&_nc_ht=scontent-det1-1.xx&_nc_gid=EfulSOdDb-pIMki_9X44YA&_nc_ss=79289&oh=00_AQLc9nUBMQdYjsZaSG0Gpkf0pUnuIe4ybhicc-k4hd8bgw&oe=6A9843CE,-44,"website-landing-page, ng-cues:lagos,lag, category:phone,makeup,watch, small-mid-499","one-off-ad, large-brand, non-ecom",181066715093574,1892565871395456,2026-08-29T07:19:22.948113+00:00
World003,https://www.facebook.com/61551640813531/,626,https://b.lolitefic.com/ad/bG9saXRlZmljLzg4MzAzNy8yMDI2MDQwMTIzMzM0My9wYWdl?adid={{ad.id}},,0,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-01T07:00:00,2026-04-01T07:00:00,"An anonymous video destroyed my marriage. In the video, my husband's mistress was holding their child.
A woman. No makeup. No filters.
A little boy, no older than two, curled against the woman's chest. 
And then she said his name. My husband's name.
""Kade.""
Not dramatic.
Just... intimate.
Familiar.
I laughed at first. People used names all the time. Common names. Coincidences.
But when he walked in behind me and said nothing, the silence told me everything.
""What is this?"" I asked, holding up the phone.
My hand was shaking now.
""Tell me what I'm looking at.""
""Amara..."" My name fell from his lips like it hurt. Like it meant something he didn't deserve to say anymore.
""How long?"" I asked.
""Not who,"" I added quietly.
""Not why.""
My eyes lifted to his.
""How long have I been the one who didn't k",,-44,"website-landing-page, ng-cues:lagos,lag, category:phone,makeup,watch, small-mid-626","one-off-ad, large-brand, non-ecom",140046759187543,1267015398865871,2026-08-29T07:19:22.973988+00:00
Fics101,https://www.facebook.com/61554382746013/,826,https://b.my3dify.com/ad/bXkzZGlmeS84ODMwMDUvMjAyNjA0MDEyMzMxMjUvcGFnZQ==?adid={{ad.id}},,0,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-01T07:00:00,2026-04-01T07:00:00,"An anonymous video destroyed my marriage. In the video, my husband's mistress was holding their child.
A woman. No makeup. No filters.
A little boy, no older than two, curled against the woman's chest. 
And then she said his name. My husband's name.
""Kade.""
Not dramatic.
Just... intimate.
Familiar.
I laughed at first. People used names all the time. Common names. Coincidences.
But when he walked in behind me and said nothing, the silence told me everything.
""What is this?"" I asked, holding up the phone.
My hand was shaking now.
""Tell me what I'm looking at.""
""Amara..."" My name fell from his lips like it hurt. Like it meant something he didn't deserve to say anymore.
""How long?"" I asked.
""Not who,"" I added quietly.
""Not why.""
My eyes lifted to his.
""How long have I been the one who didn't k",,-44,"website-landing-page, ng-cues:lagos,lag, category:phone,makeup,watch, small-mid-826","one-off-ad, large-brand, non-ecom",178740541994567,1510142330678267,2026-08-29T07:19:23.000528+00:00
LoveLit,https://www.facebook.com/61579003929544/,2,https://website.novelbars.com/share/middle_new/3b5b2ils2hlfmxiowawod3we?campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&campaign={{campaign.name}}&adgroup={{adset.name}},,1,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-08-28T07:00:00,2025-08-29T07:00:00,"Chapter 1
How can a small piece of metal feel so heavy? I look again at the five-pointed star hanging from my neck. ""Brave."" I should be overflowing with happiness, embracing my comrades and thinking about my promotion to lieutenant. However, all I feel is a pressure in my chest that makes breathing hard.

""This isn’t right. There’s no guilt, no remorse. Why?""

""Sgt. Jenkins.""

My thoughts are interrupted. I take a deep breath before standing at attention and walking toward the gray-haired man with small wrinkles at the corners of his eyes—the man I once called Dad. Today, he is nothing more than my superior, General Jenkins. I step into his office and wait for him to close the door.

""You may sit, Sergeant.""

I do so immediately, remaining silent as the general walks around his desk and s",https://scontent-xxc1-1.xx.fbcdn.net/v/t39.35426-6/514269632_1494987504837262_3951353704243852815_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=fq0Z-Kv9WsEQ7kNvwGh2EBP&_nc_oc=Adpd6YBjtPjlhGBBOZ3lshifQdlLuw_T2CoGvEvea_prfHJXEZVL34HlvVUCR3BTCvVufAUBzZWwFkiVMInF1h7g&_nc_zt=14&_nc_ht=scontent-xxc1-1.xx&_nc_gid=tbbOtiejYEqgBR3YgJifEg&_nc_ss=7b289&oh=00_AQJYV5H2eVqw1YLUIqfS2E-i__9v6GHS5xLNG6HBqFeAbA&oe=6A986181,-44,"website-landing-page, ng-cues:lagos,lag, category:watch,bag,hair, small-mid-2","one-off-ad, large-brand, non-ecom",749284084933395,939009958423617,2026-08-29T07:19:25.231710+00:00
